Date,Close,High,Low,Volume
06/03/18,286.83,294.31,284.44,168301.00
07/03/18,282.65,290.80,281.74,174154.00
08/03/18,285.08,287.83,278.49,238512.00
09/03/18,280.49,286.80,279.11,214542.00
12/03/18,289.10,290.80,278.55,170541.00
13/03/18,289.23,292.98,286.78,138429.00
14/03/18,293.08,294.00,284.86,127564.00
15/03/18,295.84,298.39,292.00,164727.00
16/03/18,292.76,297.59,291.20,130906.00
19/03/18,287.29,294.33,285.63,124452.00
20/03/18,288.97,291.60,284.40,109929.00
21/03/18,289.48,293.40,288.60,140902.00
22/03/18,284.84,290.90,283.23,55150.00
23/03/18,277.80,282.13,273.62,125166.00
26/03/18,287.48,292.00,273.12,110474.00
27/03/18,293.73,302.31,287.88,479079.00
28/03/18,290.09,294.00,286.11,372406.00
02/04/18,294.70,296.31,291.17,277567.00
03/04/18,303.27,306.40,294.51,311259.00
04/04/18,298.02,307.80,295.88,319222.00
05/04/18,304.95,307.00,300.22,213125.00
06/04/18,304.81,308.80,301.11,141552.00
09/04/18,307.68,309.40,303.01,209189.00
10/04/18,312.83,315.15,306.87,257966.00
11/04/18,311.31,314.40,306.00,371580.00
12/04/18,308.67,313.19,305.00,158902.00
13/04/18,313.78,315.00,305.72,171966.00
16/04/18,314.95,315.78,309.82,100945.00
17/04/18,317.46,319.00,313.44,122643.00
18/04/18,315.79,320.80,315.00,232558.00
19/04/18,316.04,320.13,314.00,94200.00
20/04/18,312.47,315.97,311.66,68746.00
23/04/18,333.35,342.13,310.15,1368519.00
24/04/18,329.93,345.70,326.54,926545.00
25/04/18,337.14,339.58,326.44,398184.00
26/04/18,337.80,340.60,330.22,346110.00
27/04/18,347.22,350.28,336.40,453196.00
30/04/18,348.29,352.01,344.20,236935.00
02/05/18,342.09,351.68,338.44,173998.00
03/05/18,333.27,345.40,331.37,295191.00
04/05/18,328.53,337.77,326.41,265556.00
07/05/18,333.66,336.60,325.60,289503.00
08/05/18,332.41,336.99,328.01,202893.00
09/05/18,320.41,332.61,317.31,582520.00
10/05/18,315.60,324.37,314.72,324625.00
11/05/18,317.79,319.31,313.20,177597.00
14/05/18,314.82,323.99,311.95,152876.00
15/05/18,315.45,322.00,310.55,278820.00
16/05/18,307.26,316.36,305.00,336070.00
17/05/18,321.50,325.50,303.60,348028.00
18/05/18,311.66,321.98,310.30,168063.00
21/05/18,307.55,312.97,301.00,341023.00
22/05/18,307.11,314.62,304.12,200752.00
23/05/18,298.14,309.11,295.20,418946.00
24/05/18,298.82,301.58,293.01,157511.00
25/05/18,301.48,303.88,297.80,398442.00
28/05/18,309.33,315.19,302.10,269062.00
29/05/18,308.62,313.29,305.21,223334.00
30/05/18,308.61,313.18,303.40,145399.00
31/05/18,305.74,311.00,304.00,206706.00
01/06/18,316.32,317.40,304.20,190885.00
04/06/18,315.45,323.80,313.03,410614.00
05/06/18,308.08,318.88,302.00,260007.00
06/06/18,311.90,314.58,305.32,103465.00
07/06/18,315.72,320.84,313.22,139937.00
08/06/18,313.22,315.59,310.49,75629.00
11/06/18,314.84,318.59,310.55,184146.00
12/06/18,323.60,324.58,314.31,398625.00
13/06/18,320.22,329.99,316.62,553633.00
14/06/18,320.38,324.00,316.20,149450.00
15/06/18,322.22,327.14,317.61,380867.00
18/06/18,322.36,325.98,321.00,135949.00
19/06/18,324.26,326.32,316.50,227220.00
20/06/18,327.09,329.59,321.23,304275.00
21/06/18,321.77,329.98,320.60,264698.00
22/06/18,320.62,324.20,318.64,266135.00
25/06/18,323.20,327.25,320.25,227253.00
26/06/18,319.38,325.76,318.66,194114.00
27/06/18,315.43,322.00,313.59,287392.00
28/06/18,293.63,316.59,291.26,650953.00
29/06/18,302.52,308.58,294.78,414817.00
02/07/18,302.09,303.52,293.81,154685.00
03/07/18,302.49,305.29,297.26,166425.00
04/07/18,300.39,304.00,296.74,188292.00
05/07/18,298.40,303.00,298.00,182965.00
06/07/18,297.11,301.01,293.24,230850.00
09/07/18,300.06,301.62,295.99,142717.00
10/07/18,318.29,321.58,300.47,504637.00
11/07/18,314.67,317.20,309.43,175086.00
12/07/18,313.42,323.80,308.51,506959.00
13/07/18,315.45,317.39,310.51,253643.00
16/07/18,307.59,315.39,303.28,489280.00
17/07/18,315.77,317.25,305.61,385983.00
18/07/18,306.09,319.19,300.16,650910.00
19/07/18,297.88,306.96,294.00,313718.00
20/07/18,304.08,306.86,294.50,219587.00
23/07/18,307.78,311.90,300.29,511003.00
24/07/18,301.90,313.43,300.57,255365.00
25/07/18,299.46,305.98,298.00,330166.00
26/07/18,308.88,315.35,297.50,798488.00
27/07/18,292.67,317.40,289.33,1206308.00
30/07/18,287.91,294.60,286.30,343931.00
31/07/18,286.13,291.57,282.63,313779.00
01/08/18,292.35,293.72,286.20,488817.00
02/08/18,283.95,295.00,282.40,356596.00
03/08/18,285.96,290.00,283.52,381643.00
06/08/18,286.22,289.40,284.40,223781.00
07/08/18,287.60,289.96,286.02,397140.00
08/08/18,290.42,292.89,286.41,222145.00
09/08/18,288.71,293.90,288.01,140389.00
10/08/18,288.93,290.90,286.40,118501.00
13/08/18,288.54,291.60,285.56,139673.00
14/08/18,294.38,296.16,288.01,223556.00
16/08/18,292.99,301.24,289.60,416406.00
17/08/18,297.48,299.40,292.07,310740.00
20/08/18,293.73,302.00,292.72,273947.00
21/08/18,295.61,297.50,294.05,170497.00
23/08/18,292.66,297.38,291.50,323094.00
24/08/18,291.68,296.58,290.00,175797.00
27/08/18,290.80,296.00,289.85,297573.00
28/08/18,290.95,293.00,289.60,128211.00
29/08/18,289.55,294.40,289.02,187403.00
30/08/18,292.55,294.20,287.28,251494.00
31/08/18,295.23,296.00,290.61,133931.00
03/09/18,301.94,306.41,293.44,343382.00
04/09/18,294.49,302.14,291.01,286724.00
05/09/18,288.50,297.39,285.60,248766.00
06/09/18,280.33,292.62,275.08,368543.00
07/09/18,287.98,291.60,276.40,498942.00
10/09/18,277.90,286.78,276.40,346758.00
11/09/18,262.19,279.69,260.10,457833.00
12/09/18,261.89,265.33,252.03,474205.00
14/09/18,264.91,272.28,262.02,335733.00
17/09/18,263.41,265.19,253.21,253380.00
18/09/18,263.94,267.79,262.00,190668.00
19/09/18,263.87,269.40,260.22,145080.00
21/09/18,255.12,267.00,237.65,592899.00
24/09/18,236.16,257.44,230.53,1029901.00
25/09/18,246.08,247.30,228.81,1212878.00
26/09/18,243.11,248.00,240.71,400010.00
27/09/18,235.83,248.45,233.77,848211.00
28/09/18,233.35,238.36,218.71,579036.00
01/10/18,247.07,247.83,224.20,469653.00
03/10/18,239.61,252.70,237.00,642997.00
04/10/18,238.58,240.60,228.00,298731.00
05/10/18,222.23,236.40,217.03,347040.00
08/10/18,211.07,224.99,207.60,547169.00
09/10/18,212.91,219.40,207.93,780760.00
10/10/18,233.01,238.24,214.65,500091.00
11/10/18,221.94,227.04,211.40,620334.00
12/10/18,237.84,241.00,222.99,554714.00
15/10/18,238.76,243.76,233.86,253753.00
16/10/18,241.77,243.79,234.20,254489.00
17/10/18,226.18,246.38,223.54,404796.00
19/10/18,222.74,233.80,217.78,361133.00
22/10/18,229.47,234.40,223.40,328081.00
23/10/18,222.35,235.34,215.42,326056.00
24/10/18,236.49,238.37,223.88,648071.00
25/10/18,236.00,239.42,229.22,288159.00
